Average Trust,Government Boldness,Number of Civilians,Number of Police,Number of Medical Staff,
0.5,0.5,64,0,0

Lethality,Transmission Rate,Incubation Time,
0.01,0.01,5

Step,Healthy Count,Infected Count,Dead Count,
1,59,5,0,
2,59,5,0,
3,59,5,0,
4,59,5,0,
5,59,5,0,
6,59,5,0,
7,59,5,0,
8,59,5,0,
9,59,5,0,
10,59,5,0,
11,59,5,0,
12,59,5,0,
13,59,5,0,
14,59,5,0,
15,59,5,0,
16,59,5,0,
17,59,5,0,
18,59,5,0,
19,59,5,0,
20,59,5,0,
21,59,5,0,
22,59,5,0,
23,59,5,0,
24,59,5,0,
25,59,5,0,
26,59,5,0,
27,59,5,0,
28,59,5,0,
29,59,5,0,
30,59,5,0,
31,59,5,0,
32,59,5,0,
33,59,5,0,
34,59,5,0,
35,59,5,0,
36,59,5,0,
37,59,5,0,
38,59,5,0,
39,59,5,0,
40,59,5,0,
41,59,5,0,
42,59,5,0,
43,59,5,0,
44,59,5,0,
45,59,5,0,
46,59,5,0,
47,59,5,0,
48,59,5,0,
49,59,5,0,
50,59,5,0,
51,59,5,0,
52,59,5,0,
53,59,5,0,
54,59,5,0,
55,59,5,0,
56,59,5,0,
57,59,5,0,
58,59,5,0,
59,59,5,0,
60,59,5,0,
61,59,5,0,
62,59,5,0,
63,59,5,0,
64,59,5,0,
65,59,5,0,
66,59,5,0,
67,59,5,0,
68,59,5,0,
69,59,5,0,
70,59,5,0,
71,59,5,0,
72,59,5,0,
73,59,5,0,
74,59,5,0,
75,59,5,0,
76,59,5,0,
77,59,5,0,
78,59,5,0,
79,59,5,0,
80,59,5,0,
81,59,5,0,
82,59,5,0,
83,59,5,0,
84,59,5,0,
85,59,5,0,
86,59,5,0,
87,59,5,0,
88,59,5,0,
89,59,5,0,
90,59,5,0,
91,59,5,0,
92,59,5,0,
93,59,5,0,
94,59,5,0,
95,59,5,0,
96,59,5,0,
97,59,5,0,
98,59,5,0,
99,59,5,0,
100,59,5,0,
101,59,5,0,
102,59,5,0,
103,59,5,0,
104,59,5,0,
105,59,5,0,
106,59,0,5,
107,59,0,5,
108,59,0,5,
109,59,0,5,
110,59,0,5,
111,59,0,5,
112,59,0,5,
113,59,0,5,
114,59,0,5,
115,59,0,5,
116,59,0,5,
117,59,0,5,
118,59,0,5,
119,59,0,5,
120,59,0,5,
121,59,0,5,
122,59,0,5,
123,59,0,5,
124,59,0,5,
125,59,0,5,
126,59,0,5,
127,59,0,5,
128,59,0,5,
129,59,0,5,
130,59,0,5,
131,59,0,5,
132,59,0,5,
133,59,0,5,
134,59,0,5,
135,59,0,5,
136,59,0,5,
